# Trouble in Terrorist Town weapon/ammo placement overrides
# For map: ttt_rats_kitchen_v1_sgedit_gmod
# Exported by: Werewolf12 #FixTF2
setting:	replacespawns 0
weapon_zm_pistol	-2355.419922 -875.197998 1631.209961	0.000 0.000 85.000
weapon_zm_pistol	-2323.489990 -850.875977 1471.209961	0.000 0.000 85.000
weapon_zm_pistol	-2516.469971 -1564.810059 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1240.150024 6.714600 2115.209961	0.000 0.000 85.000
weapon_zm_pistol	-567.252014 -258.210999 1735.209961	0.000 0.000 85.000
weapon_zm_pistol	-869.820984 -23.936899 1431.209961	0.000 0.000 85.000
weapon_zm_pistol	-1053.439941 190.192001 1434.209961	0.000 0.000 85.000
weapon_zm_pistol	-436.332001 189.182007 1451.209961	0.000 0.000 85.000
weapon_zm_pistol	-162.373001 -199.912003 2279.209961	0.000 0.000 85.000
weapon_zm_pistol	-235.817993 -1450.599976 1975.209961	0.000 0.000 85.000
weapon_zm_pistol	-337.096985 -1353.729980 1975.209961	0.000 0.000 85.000
weapon_zm_pistol	-410.851013 -736.013000 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-340.537994 -1380.349976 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-495.638000 -1545.910034 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-162.231995 -954.119995 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-400.911011 -1247.380005 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-331.942993 -1243.160034 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-261.920990 -244.462006 1447.209961	0.000 0.000 85.000
weapon_zm_pistol	-161.298996 -137.703995 1559.209961	0.000 0.000 85.000
weapon_zm_pistol	-346.411987 -947.161987 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-829.619995 -1422.880005 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1264.300049 -1291.060059 1547.209961	0.000 0.000 85.000
weapon_zm_pistol	-1438.949951 -998.341003 1719.209961	0.000 0.000 85.000
weapon_zm_pistol	-1250.030029 -896.010986 1735.209961	0.000 0.000 85.000
weapon_zm_pistol	-1933.500000 -1055.150024 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1816.670044 -513.293030 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1998.040039 -1369.939941 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-882.854980 -844.869995 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-985.385986 -238.723007 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1757.920044 10.926400 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1427.680054 -633.239014 1351.410034	0.000 0.000 85.000
weapon_zm_pistol	-2528.340088 23.935900 2563.209961	0.000 0.000 85.000
weapon_zm_pistol	-2325.030029 -643.950989 2295.209961	0.000 0.000 85.000
weapon_zm_pistol	-2489.270020 -1264.640015 2163.209961	0.000 0.000 85.000
weapon_zm_pistol	-2279.479980 -1136.410034 2015.209961	0.000 0.000 85.000
weapon_zm_pistol	-2500.330078 -1255.310059 2015.209961	0.000 0.000 85.000
weapon_zm_pistol	-2495.729980 -1251.140015 1767.209961	0.000 0.000 85.000
weapon_zm_pistol	-2292.929932 -501.992004 2135.209961	0.000 0.000 85.000
weapon_zm_pistol	-2417.330078 -254.335007 1651.209961	0.000 0.000 85.000
weapon_zm_pistol	-2420.330078 -291.964996 1651.209961	0.000 0.000 85.000
weapon_zm_pistol	-2467.520020 -507.263000 1383.209961	0.000 0.000 85.000
weapon_zm_pistol	-2515.870117 -55.643902 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1340.630005 -1615.829956 2347.209961	0.000 0.000 85.000
weapon_zm_pistol	-2355.419922 -875.197998 1631.209961	0.000 0.000 85.000
weapon_zm_pistol	-2323.489990 -850.875977 1471.209961	0.000 0.000 85.000
weapon_zm_pistol	-2516.469971 -1564.810059 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1240.150024 6.714600 2115.209961	0.000 0.000 85.000
weapon_zm_pistol	-567.252014 -258.210999 1735.209961	0.000 0.000 85.000
weapon_zm_pistol	-869.820984 -23.936899 1431.209961	0.000 0.000 85.000
weapon_zm_pistol	-1053.439941 190.192001 1434.209961	0.000 0.000 85.000
weapon_zm_pistol	-436.332001 189.182007 1451.209961	0.000 0.000 85.000
weapon_zm_pistol	-162.373001 -199.912003 2279.209961	0.000 0.000 85.000
weapon_zm_pistol	-235.817993 -1450.599976 1975.209961	0.000 0.000 85.000
weapon_zm_pistol	-337.096985 -1353.729980 1975.209961	0.000 0.000 85.000
weapon_zm_pistol	-410.851013 -736.013000 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-340.537994 -1380.349976 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-495.638000 -1545.910034 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-162.231995 -954.119995 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-400.911011 -1247.380005 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-331.942993 -1243.160034 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-261.920990 -244.462006 1447.209961	0.000 0.000 85.000
weapon_zm_pistol	-161.298996 -137.703995 1559.209961	0.000 0.000 85.000
weapon_zm_pistol	-346.411987 -947.161987 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-829.619995 -1422.880005 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1264.300049 -1291.060059 1547.209961	0.000 0.000 85.000
weapon_zm_pistol	-1438.949951 -998.341003 1719.209961	0.000 0.000 85.000
weapon_zm_pistol	-1250.030029 -896.010986 1735.209961	0.000 0.000 85.000
weapon_zm_pistol	-1933.500000 -1055.150024 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1816.670044 -513.293030 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1998.040039 -1369.939941 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-882.854980 -844.869995 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-985.385986 -238.723007 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1757.920044 10.926400 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1427.680054 -633.239014 1351.410034	0.000 0.000 85.000
weapon_zm_pistol	-2528.340088 23.935900 2563.209961	0.000 0.000 85.000
weapon_zm_pistol	-2325.030029 -643.950989 2295.209961	0.000 0.000 85.000
weapon_zm_pistol	-2489.270020 -1264.640015 2163.209961	0.000 0.000 85.000
weapon_zm_pistol	-2279.479980 -1136.410034 2015.209961	0.000 0.000 85.000
weapon_zm_pistol	-2500.330078 -1255.310059 2015.209961	0.000 0.000 85.000
weapon_zm_pistol	-2495.729980 -1251.140015 1767.209961	0.000 0.000 85.000
weapon_zm_pistol	-2292.929932 -501.992004 2135.209961	0.000 0.000 85.000
weapon_zm_pistol	-2417.330078 -254.335007 1651.209961	0.000 0.000 85.000
weapon_zm_pistol	-2420.330078 -291.964996 1651.209961	0.000 0.000 85.000
weapon_zm_pistol	-2467.520020 -507.263000 1383.209961	0.000 0.000 85.000
weapon_zm_pistol	-2515.870117 -55.643902 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1340.630005 -1615.829956 2347.209961	0.000 0.000 85.000
weapon_zm_pistol	-2355.419922 -875.197998 1631.209961	0.000 0.000 85.000
weapon_zm_pistol	-2323.489990 -850.875977 1471.209961	0.000 0.000 85.000
weapon_zm_pistol	-2516.469971 -1564.810059 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1240.150024 6.714600 2115.209961	0.000 0.000 85.000
weapon_zm_pistol	-567.252014 -258.210999 1735.209961	0.000 0.000 85.000
weapon_zm_pistol	-869.820984 -23.936899 1431.209961	0.000 0.000 85.000
weapon_zm_pistol	-1053.439941 190.192001 1434.209961	0.000 0.000 85.000
weapon_zm_pistol	-436.332001 189.182007 1451.209961	0.000 0.000 85.000
weapon_zm_pistol	-162.373001 -199.912003 2279.209961	0.000 0.000 85.000
weapon_zm_pistol	-235.817993 -1450.599976 1975.209961	0.000 0.000 85.000
weapon_zm_pistol	-337.096985 -1353.729980 1975.209961	0.000 0.000 85.000
weapon_zm_pistol	-410.851013 -736.013000 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-340.537994 -1380.349976 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-495.638000 -1545.910034 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-162.231995 -954.119995 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-400.911011 -1247.380005 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-331.942993 -1243.160034 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-261.920990 -244.462006 1447.209961	0.000 0.000 85.000
weapon_zm_pistol	-161.298996 -137.703995 1559.209961	0.000 0.000 85.000
weapon_zm_pistol	-346.411987 -947.161987 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-829.619995 -1422.880005 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1264.300049 -1291.060059 1547.209961	0.000 0.000 85.000
weapon_zm_pistol	-1438.949951 -998.341003 1719.209961	0.000 0.000 85.000
weapon_zm_pistol	-1250.030029 -896.010986 1735.209961	0.000 0.000 85.000
weapon_zm_pistol	-1933.500000 -1055.150024 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1816.670044 -513.293030 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1998.040039 -1369.939941 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-882.854980 -844.869995 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-985.385986 -238.723007 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1757.920044 10.926400 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1427.680054 -633.239014 1351.410034	0.000 0.000 85.000
weapon_zm_pistol	-2528.340088 23.935900 2563.209961	0.000 0.000 85.000
weapon_zm_pistol	-2325.030029 -643.950989 2295.209961	0.000 0.000 85.000
weapon_zm_pistol	-2489.270020 -1264.640015 2163.209961	0.000 0.000 85.000
weapon_zm_pistol	-2279.479980 -1136.410034 2015.209961	0.000 0.000 85.000
weapon_zm_pistol	-2500.330078 -1255.310059 2015.209961	0.000 0.000 85.000
weapon_zm_pistol	-2495.729980 -1251.140015 1767.209961	0.000 0.000 85.000
weapon_zm_pistol	-2292.929932 -501.992004 2135.209961	0.000 0.000 85.000
weapon_zm_pistol	-2417.330078 -254.335007 1651.209961	0.000 0.000 85.000
weapon_zm_pistol	-2420.330078 -291.964996 1651.209961	0.000 0.000 85.000
weapon_zm_pistol	-2467.520020 -507.263000 1383.209961	0.000 0.000 85.000
weapon_zm_pistol	-2515.870117 -55.643902 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1340.630005 -1615.829956 2347.209961	0.000 0.000 85.000
weapon_zm_pistol	-2355.419922 -875.197998 1631.209961	0.000 0.000 85.000
weapon_zm_pistol	-2323.489990 -850.875977 1471.209961	0.000 0.000 85.000
weapon_zm_pistol	-2516.469971 -1564.810059 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1240.150024 6.714600 2115.209961	0.000 0.000 85.000
weapon_zm_pistol	-567.252014 -258.210999 1735.209961	0.000 0.000 85.000
weapon_zm_pistol	-869.820984 -23.936899 1431.209961	0.000 0.000 85.000
weapon_zm_pistol	-1053.439941 190.192001 1434.209961	0.000 0.000 85.000
weapon_zm_pistol	-436.332001 189.182007 1451.209961	0.000 0.000 85.000
weapon_zm_pistol	-162.373001 -199.912003 2279.209961	0.000 0.000 85.000
weapon_zm_pistol	-235.817993 -1450.599976 1975.209961	0.000 0.000 85.000
weapon_zm_pistol	-337.096985 -1353.729980 1975.209961	0.000 0.000 85.000
weapon_zm_pistol	-410.851013 -736.013000 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-340.537994 -1380.349976 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-495.638000 -1545.910034 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-162.231995 -954.119995 1711.209961	0.000 0.000 85.000
weapon_zm_pistol	-400.911011 -1247.380005 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-331.942993 -1243.160034 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-261.920990 -244.462006 1447.209961	0.000 0.000 85.000
weapon_zm_pistol	-161.298996 -137.703995 1559.209961	0.000 0.000 85.000
weapon_zm_pistol	-346.411987 -947.161987 1375.209961	0.000 0.000 85.000
weapon_zm_pistol	-829.619995 -1422.880005 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1264.300049 -1291.060059 1547.209961	0.000 0.000 85.000
weapon_zm_pistol	-1438.949951 -998.341003 1719.209961	0.000 0.000 85.000
weapon_zm_pistol	-1250.030029 -896.010986 1735.209961	0.000 0.000 85.000
weapon_zm_pistol	-1933.500000 -1055.150024 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1816.670044 -513.293030 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1998.040039 -1369.939941 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-882.854980 -844.869995 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-985.385986 -238.723007 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1757.920044 10.926400 1351.209961	0.000 0.000 85.000
weapon_zm_pistol	-1427.680054 -633.239014 1351.410034	0.000 0.000 85.000
weapon_zm_pistol	-2528.340088 23.935900 2563.209961	0.000 0.000 85.000
